Son Le,0,1/19/2011,Re:Hỏi về điểm lab/exercise,"Thưa thầy cho em hỏi điểm lab /ex là chia cho 10 hay 11 ạ, vì khi xem thông báo trên sakai thì buổi lab cuối cùng dành cho sinh viên trao đổi về ASS 2, em nghĩ không có sumit bài tập tại nhà và chỉ là buổi trao đổi nên không tham gia, vậy là em bị tính 0 điểm lần đó."
...,0,1/20/2011,Hỏi về điểm lab/exercise,Lab với exercise kì này nhiều quá. Mà nhiều môn nữa. Xin thầy chia cho 10 được không ạ. Không đáng là bao nhưng lúc ngấp nghé giữa đậu và rớt thì nó lại quan trọng vô cùng. Em xin cám ơn thầy.
KAKA 8,0,1/21/2011,Điểm ass1 s1s2,"Chào thầy. MSSV của em là 50701050. Em vừa xem điểm ở mục gradebook. Theo đó, điểm Assignment1 s1s2 của em là 0/10. Tuy nhiên, ở s1, em được 83/86 testcases, ở s1s2, em được 76/86 testcases. Như vậy số testcase trung bình ở Assignment 1 của em khoảng 80/86 testcase, không thể bị điểm 0 được. Mong thầy xem xét và update lại. Cảm ơn thầy!"
Hoi Dang,0,1/21/2011,Re:Điểm ass1 s1s2,em co nop ass1 s1+s2 sao 0/10 thay tinh sao ma 0/10
Hoi Dang,0,1/11/2011,Re:Thắc mắc cú pháp try...catch tron đề thi cuối kỳ!,kinh di that
Guest User,0,1/20/2011,Thắc mắc cú pháp try...catch tron đề thi cuối kỳ!,Chan bk qua
FakeLove,0,1/20/2011,Re:Thắc mắc cú pháp try...catch tron đề thi cuối kỳ!,"mình chọn kết quả 4 :D, hok biết đáp án ra sao ( lười down sách về ) :D"
Chuyen Nguyendinh,0,2/12/2011,[Hỏi] Điểm cuối kì có làm tròn ko?,Các anh cho em hỏi em được điểm cuối kì là 4.75 có được làm tròn thành 5 ko? Nếu làm tròn như vậy thì điểm tổng kết tăng thêm 0.1 đ là rất quý. Thanks!
Thien Nguyen Hieu,0,1/20/2011,Hỏi về điểm lab/exercise,...  wrote: Lab với exercise kì này nhiều quá. Mà nhiều môn nữa. Xin thầy chia cho 10 được không ạ. Không đáng là bao nhưng lúc ngấp nghé giữa đậu và rớt thì nó lại quan trọng vô cùng. Em xin cám ơn thầy. Bài cuối cùng lên để hỏi thầy những câu hỏi cần hỏi nên e nghĩ không điểm danh nên không đi.Không làm gì bài lab cuối mà cũng bị 0 điểm.Thầy châm chước điểm cột này chia 10 được không ạ.Cám ơn thầy.
Thien Nguyen Hieu,0,1/21/2011,Hỏi về điểm lab/exercise,"Tân Trần Vĩnh wrote: Trong thông báo của buổi Lab không ghi là không điểm danh và tính điểm. Việc tính điểm mỗi Lab/tut chủ yếu mang tính điểm danh để yêu cầu các em đi học đầy đủ, nên vẫn phải chia đều cho 11. Thầy có thể xem xét lần cuối cùng không ạ,tuy điểm không bao nhiêu nhưng ở mấp mé khả năng đậu rớt thì rất cần.Chân thành cám ơn thầy."
Son Le,0,1/21/2011,Re:Hỏi về điểm lab/exercise,"Mong thầy xem lại bài thi và điểm quá trình giúp em với ạ. MSSV của em là 50602034, em cũng đã gửi message và email cho thầy hi vọng được thầy xem xét."
Thịnh Nguyễn Đăng,0,12/22/2010,Điểm Excercise 5!,"Em tên :Nguyễn Đăng Thịnh MSSV:50802104 Học lớp sáng thứ 3,tiết 5-6. Em có đi học và cũng có làm bài tập và nộp bài đầy đủ. Sao lại bị 0 điểm,em nghĩ ít nhất cũng 5 điểm.Mong thầy xem xét lại cho em"
25251325,0,1/1/2011,Thăc măc điểm exer và lab,"Thưa thầy, sao exer5 của em và Lab6 của em lại bị  0 điểm vậy thầy. Lab 6 em có đi học và nộp bài, còn exer5 em đi học bù  vào thứ 3 tiết 34, em không biêt tên thầy đó, nhưng em đã nói với thầy  đó và thầy đó cũng đã đồng ý rồi,mong thầy xem xét lại giúp em. Em chi  nghĩ hôm Lab7 thôi ah MSSV của em: 50802643 Thanks thầy"
25251325,0,1/2/2011,Re:Thăc măc điểm exer và lab,"Thầy ơi, mong thầy giải quyết giúp em sớm với,bài exer5 em học thầy gì cao học đó, em không biết tên thầy đó ,mong thầy hỏi giúp em"
Chuyen Nguyendinh,0,2/12/2011,Tỷ lệ % điểm 2 bài Assignment,"Thưa thầy! 2 bài Ass chiếm 30% điểm tổng kết, thường thì mỗi bài chiếm 15%, nhưng theo em nghĩ bài Ass2 khó hơn Ass1 nhiều nên em và nhiều bạn làm ko được điểm cao. Em mong các thầy có thể tính theo tỷ lệ bài Ass1 là 20% còn bài Ass2 là 10%. Như vậy sẽ tạo điều kiện cho em và nhiều bạn có thể qua được môn này."
Jang,0,12/25/2010,Re:Điểm Excercise 5!,MSSV : 50802284 Trong exercise 5 có một số câu chưa được học.Còn những câu đã học em làm đầy đủ nhưng sao em lai bị 0 điểm Mong thầy xem lại Em học sáng thứ 3 .Tiết 5-6.
Thịnh Nguyễn Đăng,0,12/27/2010,Re:Điểm Excercise 5!,"Em tên :Nguyễn Đăng Thịnh MSSV:50802104 Học lớp sáng thứ 3,tiết 5-6. Em có đi học và cũng có làm bài tập và nộp bài đầy đủ. Sao lại bị 0 điểm,em nghĩ ít nhất cũng 5 điểm.Mong thầy xem xét lại cho em"
coanhdao,0,1/16/2011,Re:Điểm Excercise 5!,"thay oi ,bua Excercise 5 e nop bai len lam bai ma"" sao bi 0/10 , mong thay xem lai zum , e cam on MSSV 50801774"
coanhdao,0,1/16/2011,Re:Điểm Excercise 5!,"chao thay , vao sang thu 3 hoc 2 tiet cuoi cung e co nop bai len ban lam bai ma diem Excercise 5 cua e bi 0 , mau thay coi lai dum e, e cam on, MSSV Bui Thanh Sang"
25251325,0,1/4/2011,Re:Thăc măc điểm exer và lab,"Dạ Lab6 em học tiết 34, sáng thứ 2 ah, em chỉ nghĩ có Lab7 do bị ốm thôi ah,còn lại em điều đi học và làm bài đầy đủ ah Tks thầy"
Hoi Dang,0,11/12/2010,Up silde PPL,thưa thầy ! hôm nay thầy giảng dạy silde hoàn toàn mới và em cảm thấy silde đầy đủ hơn 1 số phần nên em mong thầy update silde mới em cảm ơn thầy !
meocon,0,11/5/2010,tính kết hợp phải,3-2-4 nếu phép trừ theo tính kết hợp phải thì kết quả là bao nhiêu ?
Phan Hoa,0,11/11/2010,Ex3,"Trong exercise 3 có câu : Nếu số biểu diễn là số dương, các bit biểu diễn giá trị của con số sẽ được tính từ trái qua phải và ngược lại. Sau 1 hồi suy nghĩ tự dưng em chóng mặt T_T . Cho em hỏi được tính từ trái qua phải có phải là chữ số bên trái có trọng số thấp , bên phải có trọng số cao không ?"
Phúc Trần Mỹ,0,1/18/2011,Hỏi về EndTerm Exam Grade??,"Chào thầy, Thầy vui lòng cho em hỏi chi tiết về EndTerm Exam ạ ? Có phải Trung bình (Exam + Lab + Midterm Exam + Ass1+Ass2) =End Term Grade =60% tổng số điểm của môn học Em cảm ơn thầy rất nhiều"
huongcuibap,0,11/9/2010,Single Linked list && Multy Linked List???,solved
meocon,0,11/10/2010,Re:Single Linked list && Multy Linked List???,lam nhu nao vay ban?
huongcuibap,0,11/10/2010,Re:Single Linked list && Multy Linked List???,program: decls EOF { $1 } ; decls:  onedecl { [$1 ]} | onedecl decls {$1 :: $2} ; onedecl: decl_var {$1} .... decl_var: ID { [$1] } | ID COMMA decl_var {$1::$3} ; mỗi phần tử của single linked list là 1 single linked list. Chỗ này hay mắc lỗi về type. Nhớ check kỹ là ok
kalot santana,0,11/10/2010,hoi chut ve loi khai bao bien Array,"cac ban cho minh hoi : minh khai bao bien Array nhu the nay : Type: PrimitiveType { $1 }| arrayType { $1 } ; arrayType: ARRAY LPVUONG demension RPVUONG OF PRIMITIVE_TYPE { TypArray($6,$3)  } ; demension: INT {[$1]} | INT COMMA demension {$1::$3} ; no bao loi la: Error: This expression has type string but is here used with type Ast.type_expr. cac ban chi giup mih loi nay voi."
huongcuibap,0,11/10/2010,Re:hoi chut ve loi khai bao bien Array,demension: INT {[int_of_string $1]} | INT COMMA demension { int_of_string ($1)::$3} Thử thêm cái này vô xem sao bạn &&
kalot santana,0,11/10/2010,hoi chut ve loi khai bao bien Array,"minh lam duoc roi, du sao cung thanks ban"
X Man,0,1/18/2011,Re:Hỏi về EndTerm Exam Grade??,"EndTerm Exam có phải là điểm thi cuối kì ko thầy, sao có nhanh vậy :|"
Binh Ngo,0,1/18/2011,Re:Hỏi về EndTerm Exam Grade??,Theo kinh nghiệm thì (lab + ass + mid term exam) sẽ được gọi là mid term grade. Xem phiếu điểm giữa kỳ thì là vậy
Phúc Trần Mỹ,0,1/18/2011,Re:Hỏi về EndTerm Exam Grade??,"No Name wrote: EndTerm Exam có phải là điểm thi cuối kì ko thầy, sao có nhanh vậy :| Chào thầy, Em đã xem slides chương 1 nhưng không có khái niệm Endterm Exam mà chỉ có Midterm và Final Term thôi Mong thầy xem xét lại Cảm ơn"
Thong Nguyen,0,1/18/2011,Re:Hỏi về EndTerm Exam Grade??,"Điểm cuối kì là 5.25 thì tính sao hả thầy,zậy nhập vô phòng đào tạo là 5 hay 5.5 Điểm giữa kì tính sao hả thầy? ass1*15/100 +ass2*15/100+(lab/ex)*10/100+giưa kì*20/100=??? làm tròn sao đây thầy"
X Man,0,12/27/2010,Thắc mắc điểm lab 7,"Em học bù vào sáng thứ 3 , tiết 5-6 , sao em bị 0 điểm vậy thầy MSSV : 50801132"
X Man,0,12/27/2010,Thắc mắc điểm lab 7,"Em học bù vào sáng thứ 3 , tiết 5-6 , sao em bị 0 điểm vậy thầy MSSV : 50801132"
Possible,0,1/19/2011,Re:Hỏi về EndTerm Exam Grade??,"Dạ xin Thầy xem lại bài thi cuối kỳ giúp em vì em nghĩ mình làm bài rất tốt do có ôn bài kỹ và luyện kỹ năng làm bài nhưng không hiểu sao mình chỉ có 4.5 điểm. Mong Thầy giúp dùm, em xin cảm ơn Thầy nhiều! Họ tên và MSSV của em: TRẦN ĐỨC CHINH MSSV: 50700220"
Guest User,0,1/20/2011,Re:Hỏi về EndTerm Exam Grade??,"Thưa thầy, em cũng xin thầy xem lại bài thi của em nếu có thể. Họ và tên: Bùi Đức Thái Tân MSSV: 50801894 Xin cảm ơn thầy !"
huongcuibap,0,1/20/2011,Re:Hỏi về EndTerm Exam Grade??,"Thưa Thầy, Xin Thầy xem lại bài thi cuối kỳ của em, Nguyễn Quốc Toản. MSSV: 50602564"
Caonguyen,0,1/21/2011,Hỏi về EndTerm Exam Grade??,"Tân Trần Vĩnh wrote: Ngày mai tôi sẽ xem lại bài, nhưng tôi nghĩ cơ hội lên điểm không cao. Để tổng kết điểm, từ lúc này tôi không xem xét yêu cầu xem lại bài nữa. Hơi muộn rồi :(. Nhưng mong thầy xem lại giúp em bài thi cuối kì của em được không ạ. Em nghĩ em làm được bài mà điểm thi lại không như mong muốn. Trần Trọng Nguyên MSSV: 50801418"
Sang Nguyen Van,0,12/27/2010,Điểm Lab6,"Tên: Nguyễn Văn Sang MSSV: 50404483 Lớp thực hành: 101B1, GD - Thầy: Trần Vĩnh Tân Thầy xem lại cho em điểm lab 6 cho e với"
Sang Nguyen Van,0,12/27/2010,Re:Điểm Lab6,Cảm ơn thầy!
le phuc,0,12/27/2010,Re:Điểm Lab6,"Tên : Lê Duy Phúc MSSV : 50502092 Lớp thực hành: 101B1, GD - Thầy: Trần Vĩnh Tân Xin thầy xem lại cho em điểm lab 6 cho em với"
Duy Nguyen Khanh,0,12/27/2010,Lab 7 có điểm hok mọi người ?,Lab 7 mấy pồ có điểm hok ? Của mình chỉ có dấu gạch (-) là sao vậy ta ?
pirent--,0,12/27/2010,Lab 7 có điểm hok mọi người ?,"lab7 chưa hỏi thầy dc j, đã bị thầy hành cho 2 bài reverse list vs eval e. CUối h thầy cho ăn hành tập 2: ai vô trễ 5d"
Nguyen Pham Luan Tien,0,12/27/2010,Lab 7 có điểm hok mọi người ?,"em có đi học sao lab 7 bị 0đ thầy xem lại giúp em mssv: 50702449,"
X Man,0,12/28/2010,Re:Lab 7 có điểm hok mọi người ?,"Em học bù vào sáng thứ 3 , tiết 5-6 , sao em bị 0 điểm vậy thầy MSSV : 50801132"
TT_C,0,12/22/2010,Thắc mắc diem Lab6,Dạ em tên : Trương Vũ Minh Trí MSSV : 50802348 Học tiết 12 sáng thứ 3. Lab6 em có làm bài đầy đủ và làm đúng bài trên lớp thì sao được có 5d ạh ? Xin thầy xem lại giúp em Em xin cảm ơn nhìu !
Hoi Dang,0,1/23/2011,Re:Hỏi về EndTerm Exam Grade??,thưa thầy em ko kiện cáo gì đâu cho em hỏi 1 vấn đề thui bài số 5 em quên đếm thứ tự theo ví dụ vì đọc bài ko kỹ em đếm số thứ tự từ 0 vậy có chấm sai ko thầy ??? vd remove_at [1;2;3;4;5] 4 em remove 3 ra ý em cảm ơn thầy thầy châm trước thì đa tạ thầy quá hic hic
Hoi Dang,0,1/25/2011,Re:Hỏi về EndTerm Exam Grade??,Tân Trần Vĩnh wrote: Hoi Dang wrote: thưa thầy em ko kiện cáo gì đâu cho em hỏi 1 vấn đề thui bài số 5 em quên đếm thứ tự theo ví dụ vì đọc bài ko kỹ em đếm số thứ tự từ 0 vậy có chấm sai ko thầy ??? vd remove_at [1;2;3;4;5] 4 em remove 3 ra ý em cảm ơn thầy thầy châm trước thì đa tạ thầy quá hic hic Bài như vậy thì tôi chấm sai. xin lỗi thầy em viết lộn : remove_at [1;2;3;4;5] 4 thì em remove 5 ra tức đếm thứ tự từ 0 - 4 còn đề bài đếm từ 1 - 5 vâng dù sao cũng cảm ơn thầy bây h em mới hiểu chí lí câu sai 1 ly đi 1 dặm
DarkChicken,0,12/6/2010,Điểm excercise 4!,"Xin xem lại điểm em ex 4 em học T3 tiết 1-3 402C6 , có đi học và nộp bài đầy đủ mà 0 diem MSSv : 50801536 - Phạm Anh Quốc Phiên"
Nguyen Pham Luan Tien,0,12/28/2010,Lab 7 có điểm hok mọi người ?,"em học tiết 3,4 sáng T2"
25251325,0,1/1/2011,Re:Lab 7 có điểm hok mọi người ?,"Thưa thầy, sao exer5 của em và Lab6 của em lại bị 0 điểm vậy thầy. Lab 6 em có đi học và nộp bài, còn exer5 em đi học bù vào thứ 3 tiết 34, em không biêt tên thầy đó, nhưng em đã nói với thầy đó và thầy đó cũng đã đồng ý rồi,mong thầy xem xét lại giúp em. Em chi nghĩ hôm Lab7 thôi ah MSSV của em: 50802643 Thanks thầy"
TT_C,0,12/24/2010,Re:Thắc mắc diem Lab6,"Em post trên forum này nhưng thầy không vào reply chắc do bận bên forum Ass2 nên em mới post tạm bên forum Ass2 cho thầy biết, thế mà thầy del bài cũng như hok reply ở đây cho em, cái này là yêu cầu chính đáng mà !"
TT_C,0,12/24/2010,Thắc mắc diem Lab6,"Thang Duong Chi wrote: Lab6 có 2 phần: bài trên lớp và bài vẽ cây AST. Bài vẽ cây AST bạn bị sai ở chỗ programAST -> decl_list nên bài vẽ cây AST bạn bị 0 điểm. Do bạn có làm bài trên lớp nên được 5 điểm. Nếu theo anh nói vậy thì em nghĩ là phải có 3 phần chứ nhỉ ? Phần làm bài ở nhà, phần bài trên lớp và phần vẽ cây AST. Nếu phần ở nhà không chấm thì em chả ngồi mà viết 2 cặp giấy để nộp cả ! Nếu vậy thì cần gì phải làm bài ở nhà đâu, làm sơ sơ đủ để lên lớp nộp đại và làm bài được rồi ! Còn nếu chấm phần làm bài ở nhà thì em cũng đúng được 2 phần rồi sao được 5d ??? Cây AST nếu chấm khắt khe wá thì đúng là sai ( chứ em nghĩ là cũng đúng được một phần, làm j sai hết được ) Mong anh có câu trả lời hợp lý hơn ạh ! Em xin cảm ơn !"
TT_C,0,12/25/2010,Thắc mắc diem Lab6,Tân Trần Vĩnh wrote: Đối với những buổi Lab có làm bài tập ngay trên lớp thì chúng tôi sẽ chấm điểm tại lớp. Nộp bài trước buổi học chỉ mang tính điểm danh và kiểm tra xem các bạn có chuẩn bị bài ở nhà hay không thôi. Nếu thầy nói vậy thì em chịu ! Nhưng lần sau (nếu có ) thì xin các thầy nói rõ trước trong bài lab là chỉ nộp với tính chất điểm danh thôi để em khỏi mất thời gian ngồi viết lại hết cái đống bùi nhùi mà còn làm chuyện khác nữa ạh ! Em xin cảm ơn !
le phuc,0,12/27/2010,Re:Thắc mắc diem Lab6,"Tên : Lê Duy Phúc MSSV : 50502092 Lớp thực hành: 101B1, GD - Thầy: Trần Vĩnh Tân Xin thầy xem lại cho em điểm lab 6 cho em với, em có đi thực hành buổi đó mà bị 0 điểm."
Hai MV,0,1/8/2011,Bài giải tuần 15 !,"Chào thầy, cho em hỏi về bài giải tuần 15 môn Nguyên lý NN Lập trình 1 chút ạ : Trong question 1, câu a, hàm sub3 , tại sao biến b:real là Local tại sao còn là Non-Local & cả Global luôn ạ ? còn câu b, ô cuối cùng thì Global là a:obj1 và sub1 , nhưng có biến b không ạ và nếu có thì là obj mấy ạ ? Trong Question 5, câu b thì mình vẽ cả 3 hình hay chỉ vẽ hình đầu tiên ?  Vì hình đầu tiên đã bao gồm câu lệnh (**) mà không cần rút đệ qui hoàn  chỉnh ! Mong thầy hồi âm sớm ! Em cảm ơn thầy."
_ Apple_,0,1/22/2011,Tính sai điểm assignment 1. Mong thầy giải quyết sớm?,"Em xin lỗi vì đã thông báo trễ. Hôm nay em vào sakai thì phát hiện điểm stage 1 và stage 2 của ass1 thầy đã chấm sai điểm cho em. Điểm trên sakai hoàn toàn khác với 2 nội dung trong file result của thầy. Cụ thể nội dung trong 2 file result như sau: Stage 1 em đúng 86/86 testcase, Stage 2 em đúng 79/86 testcase. Vậy mà điểm em trong phân Gradebook là 0/10. Thật sự em không hiểu tại sao lại có sự khác nhau quá xa như vậy. MSSV của em là 50801308. Mong thầy giải quyết nhanh giúp em. Thật sự em quá bất ngờ vì sự việc trên. Em cảm ơn."
_ Apple_,0,1/22/2011,Tính sai điểm assignment 1. Mong thầy giải quyết sớm?,"Em xin lỗi vì đã thông báo trễ. Hôm nay em vào sakai thì phát hiện điểm stage 1 và stage 2 của ass1 thầy đã chấm sai điểm cho em. Điểm trên sakai hoàn toàn khác với 2 nội dung trong file result của thầy. Cụ thể nội dung trong 2 file result như sau: Stage 1 em đúng 86/86 testcase, Stage 2 em đúng 79/86 testcase. Vậy mà điểm em trong phân Gradebook là 0/10. Thật sự em không hiểu tại sao lại có sự khác nhau quá xa như vậy. MSSV của em là 50801308. Mong thầy giải quyết nhanh giúp em. Thật sự em quá bất ngờ vì sự việc trên. Em cảm ơn."
