Quái,1,12/5/2011,Re:Cách biên dịch Prolog trong Eclipse,thanks! Thử xem...
BKIT 09,1,12/5/2011,Re:Cách biên dịch Prolog trong Eclipse,Các bạn cũng có thể sử dụng BProlog để lập trình trên cmd
Crazy Boy,1,12/7/2011,Cách biên dịch Prolog trong Eclipse,Thanks!
Phúc Trí,1,12/21/2011,"Re:Return String, Array",mình nghĩ làđượcđó. Trong specass1 có ghi "Return type and parameter type can be primitive type or array type." mà. xem para như LHS vàarg như RHS ý thầy là giữa para vàarg phải có sự tương thích (comform) về kiểu thôi.
Phúc Trí,1,12/22/2011,Re:mong anh Hùng trả lời:,thay da tra loi roi bạn. câu lệnh gán m:=1 ko được tính. nhưng câu x:=m+n vẫn check nên sẽ báo lỗi m not difined
M.U.,1,12/22/2011,"unaryop(string,StringLit(""'hello'"")) có tồn tại ko","thầy có nói trong notice :Trả lời: xem đặc tả ngôn ngữ string không có bất cứ phép toán nào cả Trong đặc tả scala có đoạn: The keyword string is used for a string type. A string constant can be assigned to a variable in an assignment statement, constant definition or be passed to a parameter. There is no operation on this type. vậy thì trường hợpunaryop(string,StringLit(""'hello'"")) có tồn tại ko ? Mình vẫn chưa hiểu hết về String cho lắm, mý bạn có thể nói rõ thêm String có thể dc phép làm gì nữa hay ko :( mình cám ơn :( Vậy còn lúc truyền par thì sao >""< Cám ơn mọi người. Sắp xong ùi, cố lên >""<"
_Đào_Hoa_Đảo_Chủ_,1,12/22/2011,"Re:unaryop(string,StringLit(""'hello'"")) có tồn tại ko",Đọc đề không thấy nghĩa là không có ^_^
Phúc Trí,1,12/20/2011,File PT vẫn chưa tương thích,"trong file Util của thầy kiểu int là PrimitiveType(""integer""), kiểu real là PrimitiveType(""real"") còn file PT là class IntTypePT extends PrimitiveTypePT { override def toString = ""int"" } class RealTypePT extends PrimitiveTypePT { override def toString = ""float"" } VD: procedure c(); begin var a: real; var b:real; b:=9.0; end; b:=9.0 bị lỗi vì b kiểu real còn 9.0 kiểu float. Mong thầy xem lại chỗ này"
Thanh Pham Minh,1,12/20/2011,Re:File PT vẫn chưa tương thích,"Các bạn thử lấy file PT mới test cái này (của ""nhan"" bên topic kia): function main():string; begin return 'a'; end; sẽ được cây sinh ra: Program(List(Func(main,List(),PrimitiveType(string),Block(List(Return( UnaryOp (string,StringLit(""'a'"")) )))))) =))"
Tan Phat,1,12/22/2011,"Re:Thắc mắc 1 test case: gấp, gấp!^^","Mình ra: Cannot Assign To Constant: assign(c,3)"
V For,1,12/22/2011,"Re:Thắc mắc 1 test case: gấp, gấp!^^","Tan Phat  wrote: Mình ra: Cannot Assign To Constant: assign(c,3) same Cannot Assign To Constant: assign(c,3)"
50902440,1,11/9/2011,Điểm tut2,"Thầy ơi, em có đi học giờ tut2 tiết 11-12 chiều thứ 3, có nộp bài và lên bảng làm bài đúng. Nhưng lại 0/10. Em còn nhớ chị TA gọi em lên bảng làm bài số 2, cái đề chị ấy đưa em bị sai có dư thêm 1 dòng số 6. =.= Thầy xem lại giúp em ạ. Em tên Nguyễn Quang Thái. MSSV 50902440."
50902440,1,11/11/2011,Điểm tut2,Em cám ơn thầy.
Forever Alone,1,12/20/2011,Re:File PT vẫn chưa tương thích,"Thanh Pham Minh wrote: Các bạn thử lấy file PT mới test cái này (của ""nhan"" bên topic kia): function main():string; begin return 'a'; end; sẽ được cây sinh ra: Program(List(Func(main,List(),PrimitiveType(string),Block(List(Return( UnaryOp (string,StringLit(""'a'"")) )))))) =)) Tui ra y chang Thành =))"
FirstName LastName,1,12/20/2011,Re:File PT vẫn chưa tương thích,"Làmđãđời gần hết hạn cái change tùm lum :)), fix bậy bạ coi chừng bỏassignment này luôn chứ chẳng chơi :))"
V For,1,12/20/2011,Re:File PT vẫn chưa tương thích,"Manchester United wrote: Làmđãđời gần hết hạn cái change tùm lum :)), fix bậy bạ coi chừng bỏassignment này luôn chứ chẳng chơi :)) k có file PT cũng làm thôi, tội j bỏ :D"
Ngan Tuyet,1,12/21/2011,Re:File PT vẫn chưa tương thích,Vậy cái UnaryOp mình làm chỉ có 2 TH sub và bnot thui à? Không liên quan j đến string như code thầy phải ko mấy bạn? Tại nếu thầy chấm dùng file PT.scala đó là cái test nào dính string sai hết !!!
Nha Nguyen,1,12/22/2011,Test thu !,procedure a(); begin end; procedure main(); begin a:=5; end;
Nha Nguyen,1,12/22/2011,Re:Test thu !,còn test này thì sao mấy bạn? procedure a( b: string); begin end; procedure main(); begin a('abc'); end;
facebook.com,1,12/20/2011,Scope của biến global???,chicken _  viết: ===================== procedure a(); begin end; procedure b(); begin var b: integer;  //có báo lỗi dòng này ko. end; ____________________________________________________ procedure a(); begin end; procedure b(); begin var a: integer;  //có báo lỗi dòng này ko. end; Cái này có báo lỗi ko vậy các bạn
Hieu Nguyen Minh,1,11/12/2011,Bài 3 tut 4,"if a is greater than 0and √ a >b  then return 1; otherwise if a equals 0 or b / a is greater than 1 then return 2. cho em hỏi là: đặt trường hợp a= 0.25, b=0.4 tức thỏa điều kiện a>0,√ a >b, b/a>1 thì return bao nhiêu? Cảm ơn."
Peter,1,12/22/2011,Re:Test thu !,Nguyen Nha wrote: còn test này thì sao mấy bạn? procedure a( b: string); begin end; procedure main(); begin a('abc'); end; None
_Trung_Than_Thong,1,12/22/2011,Re:Scope của biến global???,"nhan nguyen van wrote: var x :real; function demo(a: real): real; begin return 0; end; procedure main(); begin var demo: real; x := demo(demo); end; Cái này sao mấy bác?? biến demo có che hàm demo không? Nếu không che thì có thể gọi demo(demo) Function demo( biến demo) ko? không báo lỗi gì cả. Theo lý giải của Nhan bên dưới nhưng mà 1 cái là biến, 1 cái là hàm thì không liên quan gì nhau (nên sẽ không bị che). Vd: bạn gọi hàm demo ngay dưới biến demo vẫn OK vì hàm sẽ có cả tham số nữa mà (demo() khác với demo). @Dung: Quan trong là cái typeof mình lookup như thế nào. Đâu fai cứ lookup cái name vậy rồi nói nó che được"
Phúc Trí,1,12/22/2011,Re:Scope của biến global???,"_Trung_Than_Thong  wrote: nhan nguyen van wrote: var x :real; function demo(a: real): real; begin return 0; end; procedure main(); begin var demo: real; x := demo(demo); end; Cái này sao mấy bác?? biến demo có che hàm demo không? Nếu không che thì có thể gọi demo(demo) Function demo( biến demo) ko? không báo lỗi gì cả. Theo lý giải của Nhan bên dưới nhưng mà 1 cái là biến, 1 cái là hàm thì không liên quan gì nhau (nên sẽ không bị che). Vd: bạn gọi hàm demo ngay dưới biến demo vẫn OK vì hàm sẽ có cả tham số nữa mà (demo() khác với demo). @Dung: Quan trong là cái typeof mình lookup như thế nào. Đâu fai cứ lookup cái name vậy rồi nói nó che được Trongass của mìnhđề chỉ nói chung tên biến, hằng, hàm là identifier chứ có phân biệt = tên và kindđâu bạn  Most closed nested rule: For every applied occurrence (i.e., use) of an identifier I in a block A, there must be a corresponding declaration of I. The declaration is in a block that is smallest enclosing the applied occurrence of I.  Due to the above rule, the scope of a declaration excludes the scope of another declaration using the same name that is inside an inner block. Chỉ cần trùng tên là bị che ở block bên trong rồi. đúng là theo logic bình thường thì sẽ phân biệt hàm demo() và biến demo. nhưngởđâyđặc tảđãđơn giảnđi thì mình làm vậyđi ( thầy làm vậy làđểđơn giản cho mìnhđó)"
V For,1,12/22/2011,Scope của biến global???,"abc  wrote: Van Persie wrote: chicken _  viết: ===================== procedure a(); begin end; procedure b(); begin var b: integer;  //có báo lỗi dòng này ko. end; ____________________________________________________ procedure a(); begin end; procedure b(); begin var a: integer;  //có báo lỗi dòng này ko. end; Cái này có báo lỗi ko vậy các bạn 1.Redeclared Variable: b 2. Không lỗi: vì biến a bị khai báo đè. Nhầm k bạn, cả 2 trường hợp đều không lỗi. Vì func và proc được coi là biến toàn cục rồi, còn cái b đó nằm trong begin-end nên nó có quyền khai báo lại"
V For,1,12/22/2011,Re:Scope của biến global???,Guest User wrote: Nguyen Xuan Sang wrote: Cho mình hỏi báo lỗi chỗ nào: procedure test(); begin a:=true  <---------------- 1 end; var a:integer; var a:real;  <-----------------2 Mấy bạn giải thích lỗi giùm mình tại ko hiểu phần này lắm. test ko bao h có 2 lỗi đâu bạn Chổ này mình nghỉ ý của thầy là khác. Đúng là trog box bên kia thầy có nói là" test không bao giờ có 2 lỗi". Xin thầy xác nhận lại là: - Trong 1 testcase k có 2 lỗi Hay - trong 1 dòng của testcase không thể có 2 lỗi
meo_lac,1,11/20/2011,solution tut 3 và lab 4,Mong thầy up solution tut 3 và lab 4 sớm để tụi em tham khảo. Cảm ơn thầy.
Nha Nguyen,1,12/22/2011,Re:Test thu !,sao các cậu chạy được test trên mà không bi lỗi chỗ Unary j sao ?
nguyễn văntoàn,1,11/22/2011,Điểm tut 4,"Thưa Thầy, em tên là Nguyễn Văn Toàn, mssv: 50702528. Trong tut 4, e làm được 4 bài trên tổng số 5 bài. khi thầy gọi e lên bảng trúng ngay bài e không biết làm. Em nghĩ em chỉ được 5 /10 nhưng sao điểm của emchỉ được 0/10. Mong Thầy coi lại dùm em. Em cảm ơn Thầy nhiều."
nguyễn văntoàn,1,11/23/2011,Re:Điểm tut 4,Dạ không thưa Thầy. Nhóm e là nhóm 3 nên bữa đó chỉ đổi phòng qua 504 B4 thôi. Em đi học đúng giờ đúng lớp . Em học cùng với mấy đứa bạn nên không sai lớp được đâu Thầy. Mong Thầy coi lại dùm em. Em cảm ơn Thầy nhiều.
Phúc Trí,1,12/17/2011,Scope của biến global???,"các bạn cho mình hỏi biến global có tầm vực như thế nào? kể từ dòng khai báo biếnđó hay toàn bộ chương trình. Tương tự, 1 hàm cóđược sử dụng dụng phía trướcđịnh nghĩa hàmđó không? VD: procedure main(); begin y := 1; (1)//ngay cho nay co bị lỗi không writeRealLn(foo(y)); (2)//giả sử dòng trênđúng thì dòng này có báo lỗi không end; const x = 1.2e3; function foo(p:integer):real; begin return p * x; end; var y,z:integer;"
nguyễn văntoàn,1,11/24/2011,Re:Điểm tut 4,"Dạ, em cảm ơn Thầy nhiều."
Thanh Pham Minh,1,12/17/2011,Scope của biến global???,"H.T.P (^_^)  wrote: các bạn cho mình hỏi biến global có tầm vực như thế nào? Tương tự, 1 hàm cóđược sử dụng dụng phía trướcđịnh nghĩa hàmđó không? - The scope of a global variable: the entire program => Biến global có tầm vực toàn chương trình :) - The scope of a function/procedure: the entire program. Một hàm dùng được trong tầm vực (scope) của nó => ... - Có xét thêm: the scope of a declaration excludes the scope of another declaration using the same name that is inside an inner block."
Nguyen Vo,1,12/17/2011,Re:Scope của biến global???,Tóm lại là có báo lỗi ko vậy. Thầy ơi trả lời giúp em đi. !!!!!!!!! hàm dùng trước khi định nghĩa liệu có báo lỗi undeclare Trong C++ báo lỗi. Scala ko báo lỗi. Không biết Crazy language này thế nào. Help!!!! Sắp deadline rồi mà thầy đi đâu thế ko biết.
Phúc Trí,1,12/17/2011,Re:Scope của biến global???,vậy cả 2 VD của mình làđúng hết cả 2 à. (Chỗ này không hiểu cho lắm nên hỏi lại cho chắc.)
Nguyen Vo,1,12/17/2011,Re:Scope của biến global???,1 hàm được dùng trong scope của nó. Chứ không có nói là phải khai báo trươc hay ko. Thầy Hùng ơi vô trả lời đi ạ. Để em biết mà sửa lại. Báo sớm em còn có thời gian chỉnh sửa.
V For,1,12/17/2011,Re:Scope của biến global???,"H.T.P (^_^)  wrote: vậy cả 2 VD của mình làđúng hết cả 2 à. (Chỗ này không hiểu cho lắm nên hỏi lại cho chắc.) Cái này mình nghĩ ntn: Code mẫu của thầy là duyệt lần lượt từ a -> z, gặp sai báo error ngay. Vậy nên: đến điểm đang xét biến, const, hoặc func chưa đc khai báo => ERROR => sys.exit rồi. Làm j có khả năng ""cho em chạy thêm 1 lúc nữa xem có khai sau này có ai khai báo em không"" đâu ??? vd: x := y + function1(); // function1() chưa đc khai báo ........... function1(): real; begin ... end; làm sao nó chạy xuống để tìm được"
Thanh Pham Minh,1,12/17/2011,Scope của biến global???,"@H.T.P (^_^): hai ví dụ của bạn mình chưa chạy thử được nhưng xét về scope của biến và hàm thôi thì đều không có lỗi. Giải thích thì như bạn chicken _ đã nói: ""1 hàm được dùng trong scope của nó. Chứ không có nói là phải khai báo trươc hay ko."" Rõ hơn là không cần phải khai báo trước theo thứ tự từ trên xuống trong file source. @tran ngoc duc: bạn có thể giữ nguyên code mẫu, hoặc chỉnh sửa code mẫu miễn là thỏa được đặc tả."
Nguyen Vo,1,12/17/2011,Re:Scope của biến global???,Tóm lại là báo lỗi hay không. Mỗi người một ý vây. * Báo lỗi: Đã làm được. * Không báo lỗi: Sẽ phải sửa lại nhiều. Cái này còn liên quan tới nhiều vấn đề khác nữa => Sửa lại hàm tìm kiếm.
Thanh Pham Minh,1,12/17/2011,Re:Scope của biến global???,chicken _ wrote: Tóm lại là báo lỗi hay không. Mỗi người một ý vây. * Báo lỗi: Đã làm được. * Không báo lỗi: Sẽ phải sửa lại nhiều. Cái này còn liên quan tới nhiều vấn đề khác nữa => Sửa lại hàm tìm kiếm. Không báo lỗi ;))
Nguyen Vo,1,12/17/2011,Re:Scope của biến global???,Đã hiểu. Tóm lại là không báo lỗi.
Bruce Wayne,1,12/17/2011,Scope của biến global???,Theo mình là báo lỗi
Forever Alone,1,12/17/2011,Re:Scope của biến global???,Các bạn cứ dựa vào đặc tả mà làm. Assignment 1 thầy cũng đã nói là code thầy ko hoàn toàn đúng mà.
nguyen dung,1,12/17/2011,Re:Scope của biến global???,"Mình làm theo đặc tả là toàn bộ chương trình, chạy không báo lỗi, còn trước hay sau thì tùy cách duyệt thôi"
kid_ chem_ gio,1,12/17/2011,Scope của biến global???,Như bạn pham minh thành đã nói: Sẽ không báo lỗi đâu các bạn vì phạm vi của hàm foo() là toàn cục.Nên sử dụng trc rồi khai báo sau sẽ không gặp vấn đề gì hết. Chỉ ở trong Block các bạn mới cần check từng dòng vì phạm vi trong block là từ điểm bắt đầu khai báo tới khi kết thúc block đó
FirstName LastName,1,12/17/2011,Re:Scope của biến global???,"Cái ví dụ bạn chủ topicđưa ra là 1 trong những phần:Exampleof Crazy Language trong file Spec.pdf Như vậy, Crazy ko báo lỗi. Mà có aiđểý là thầy lại ""dẫnđoànđi Olympic"" rồi ko, chả thấy trả lời gì cả :))"
Phúc Trí,1,12/17/2011,Re:Scope của biến global???,"Spec ass1 wrote: 2.5. Example of a Crazy program var y,z: integer; procedure main(); begin y := 1; writeRealLn(foo(y)); end; const x = 1.2e3; function foo(p:integer):real; begin return p * x; end; đã giải quyếtđược thắc mắc. Hàm dùng trước khai báo sauđược thì biến cũng thế. :)"
thinh van,1,11/22/2011,grade tut 4,"thầy xem lại dùm em thử, tut 4 em có nộp bài và làm bài đầy đủ sao có 0/10 a, em cảm ơn Bùi Văn Thịnh mssv: 50903451"
meo_lac,1,11/23/2011,Re:grade tut 4,Em đã đc điểu chỉnh lại điểm.
thinh van,1,11/23/2011,Re:grade tut 4,"Vo Thanh Hung wrote: Đã kiểm tra lại, em được 10, em kiểm tra lại nhé. em cảm ơn anh ạ"
Nhan Nguyen Van,1,12/17/2011,Re:Scope của biến global???,"procedure demo(); begin y := true; var y: integer; y := 0; end; var y : boolean; => None Test case này test tầm vực nè, ra None là ok"
Nhan Nguyen Van,1,12/17/2011,Re:Scope của biến global???,var x :real; function demo(a: real): real; begin return 0; end; procedure main(); begin var demo: real; x := demo(demo); end; Cái này sao mấy bác?? biến demo có che hàm demo không? Nếu không che thì có thể gọi demo(demo) Function demo( biến demo) ko?
kid_ chem_ gio,1,12/17/2011,Scope của biến global???,Theo lý thuyết thì hàm demo là toàn cục. như vậy có thể gọi demo(demo) lắm chứ
nguyen dung,1,12/17/2011,Re:Scope của biến global???,"Còn trong thực tế thì cái biến demo nó nằm trước hàm demo, nên gọi ra báo lỗi, khi gọi typeof cho demo thì không thể nào demo vừa là hàm mà lại vừa là biến , Nhân cho VD ác quá :)"
kid_ chem_ gio,1,12/17/2011,Scope của biến global???,uh! thực tế là vậy nên chắc đành chấp nhận sự thật phũ phàng đó
Nhan Nguyen Van,1,12/17/2011,Re:Scope của biến global???,"Most closed nested rule: For every applied occurrence (i.e., use) of an identifier I in a block A, there must be a corresponding declaration of I. The declaration is in a block that is smallest enclosing the applied occurrence of I. Due to the above rule, the scope of a declaration excludes the scope of another declaration using the same name that is inside an inner block. = Tầm vực của một định nghĩa không bao gồm tầm vực của định nghĩa khác cùng tên bên trong một block. Ví dụ: function demo():real; begin return 0; end; procedure main(); begin var demo: real; => Chổ này không thấy hàm demo nữa. end;"
Forever Alone,1,12/17/2011,Re:Scope của biến global???,"H.T.P (^_^)  wrote: Spec ass1 wrote: 2.5. Example of a Crazy program var y,z: integer; procedure main(); begin y := 1; writeRealLn(foo(y)); end; const x = 1.2e3; function foo(p:integer):real; begin return p * x; end; đã giải quyếtđược thắc mắc. Hàm dùng trước khai báo sauđược thì biến cũng thế. :) Cẩn thận cái này chỉ dành cho global thui nhé :)"
FirstName LastName,1,12/17/2011,Re:Scope của biến global???,Redeclared Constant: x v ì khi checkở ngoài hàm thì có biến x khai báo var const x khai báo lại 1 lần nữa -> lỗi
Nguyen Vo,1,12/18/2011,Re:Scope của biến global???,procedure a(); begin end; procedure b(); begin var b: integer; //có báo lỗi dòng này ko. end; ____________________________________________________ procedure a(); begin end; procedure b(); begin var a: integer; //có báo lỗi dòng này ko. end;
Sieutoc,1,12/19/2011,Re:Scope của biến global???,"nhan nguyen van wrote: Most closed nested rule: For every applied occurrence (i.e., use) of an identifier I in a block A, there must be a corresponding declaration of I. The declaration is in a block that is smallest enclosing the applied occurrence of I. Due to the above rule, the scope of a declaration excludes the scope of another declaration using the same name that is inside an inner block. = Tầm vực của một định nghĩa không bao gồm tầm vực của định nghĩa khác cùng tên bên trong một block. Ví dụ: function demo():real; begin return 0; end; procedure main(); begin var demo: real; => Chổ này không thấy hàm demo nữa. end; Chỗ này bạn giải thích rất đúng, mình cũng có cùng cách hiểu như vậy là hàm demo sẽ bị che => báo lỗi"
Nguyen Xuan Sang,1,12/20/2011,Re:Scope của biến global???,Cho mình hỏi báo lỗi chỗ nào: procedure test(); begin a:=true  <---------------- 1 end; var a:integer; var a:real;  <-----------------2 Mấy bạn giải thích lỗi giùm mình tại ko hiểu phần này lắm.
James Blunt,1,10/30/2011,Re:GradeBook Mid Term,thầy xem lại bài giùm em với Tên: Hoàng Văn Nhật Vũ MSSV:50903336
kid_ chem_ gio,1,10/26/2011,GradeBook Mid Term,Tên:   Nguyên Duy Tài MSSV :   50902316 Thầy xem lại bài làm giùm em. Sao điểm giữa kỳ 5/10. Em cảm ơn
Quan Nguyen,1,10/31/2011,Re:GradeBook Mid Term,Họ tên: Nguyễn Hoàng Minh Quân MSSV: 50902135 Mong thầy xem xét lại bài giúp em.
TAM NGOC,1,10/31/2011,Re:GradeBook Mid Term,Họ Tên: Nguyễn Thị Ngọc Tâm MSSV: 50801879 Mong thầy xem lại bài giúp em. Cám ơn thầy.
LAV,1,10/31/2011,GradeBook Mid Term,Tên: Lê Anh Vũ MSSV: 50903340
Nguyen Khoa Quang Khai,1,10/31/2011,Re:GradeBook Mid Term,Tên: Nguyễn Khoa Quang Khải MSSV: 50901205
Tuan Pham Duy,1,11/1/2011,GradeBook Mid Term,Họ và tên: Phạm Duy Tuấn MSSV: 50903120 Thầy xem lại bài em với. Em cảm ơn Thầy.
