DarkChicken ,0,12/6/2010, Điểm excercise 4 ! , " Xin xem_lại điểm em ex 4 em học T3 tiết 1-3 402C6 , có đi học và nộp bài đầy_đủ mà 0 diem MSSv : 50801536 - Phạm_Anh_Quốc_Phiên ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_ Apple _ ,0,1/22/2011, Tính sai điểm assignment 1 . Mong thầy giải_quyết sớm ? , " Em xin_lỗi vì đã thông_báo trễ . Hôm_nay em vào sakai thì phát_hiện điểm stage 1 và stage 2 của ass 1 thầy đã chấm sai điểm cho em . Điểm trên sakai hoàn_toàn khác với 2 nội_dung trong file result của thầy . Cụ_thể nội_dung trong 2 file result như sau : Stage 1 em đúng 86/86 testcase , Stage 2 em đúng 79/86 testcase . Vậy_mà điểm em trong phân Gradebook là 0/10 . Thật_sự em không hiểu tại_sao lại có sự khác_nhau quá xa như_vậy . MSSV của em là 50801308 . Mong thầy giải_quyết nhanh giúp em . Thật_sự em quá bất_ngờ vì sự_việc trên . Em cảm_ơn . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevermore ,0,1/10/2011, Thắc_mắc cú_pháp try ... catch tron đề thi cuối kỳ ! , " Chào thầy . Em có một thắc_mắc về cú_pháp try ... cacth trong câu 2b , đề thi cuối kì . Trong đề có đề_cập đến hàm sau : int f ( int x ) { if ( x = = 0 ) return 1 ; else if ( x = = 1 ) throw E ; else if ( x = = 2 ) return f ( 1 ) ; else try { return f ( x - 1 ) ; } catch E { return x +1 ; } } ; Ở đây từ_khóa ' throw ' không được đặt trong một try ... catch ( ) và hàm f cũng không " " throw exception " " Nếu hiểu throw đặt trong try ... catch như sau ( code JAVA ) static int f ( int x ) { try { if ( x = = 0 ) return 1 ; else if ( x = = 1 ) throw new Exception ( ) ; else if ( x = = 2 ) return f ( 1 ) ; else return f ( x - 1 ) ; } catch ( Exception e ) { return x + 1 ; } } thì kết_quả ra bằng 2 ; Còn nếu hiểu f quăng exception như sau static int f ( int x ) throws Exception { if ( x = = 0 ) return 1 ; else if ( x = = 1 ) throw new Exception ( ) ; else if ( x = = 2 ) return f ( 1 ) ; else try { return f ( x - 1 ) ; } catch ( Exception e ) { } return x +1 ; } thì kết_quả bằng 4 . Vậy đáp_án đúng là gì thưa thầy ? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phúc_Trần_Mỹ ,0,1/10/2011, Thắc_mắc cú_pháp try ... catch tron đề thi cuối kỳ ! , " Nevermore wrote : Chào thầy . Em có một thắc_mắc về cú_pháp try ... cacth trong câu 2b , đề thi cuối kì . Trong đề có đề_cập đến hàm sau : int f ( int x ) { if ( x = = 0 ) return 1 ; else if ( x = = 1 ) throw E ; else if ( x = = 2 ) return f ( 1 ) ; else try { return f ( x - 1 ) ; } catch E { return x +1 ; } } ; Ở đây từ_khóa ' throw ' không được đặt trong một try ... catch ( ) và hàm f cũng không " " throw exception " " Nếu hiểu throw đặt trong try ... catch như sau ( code JAVA ) static int f ( int x ) { try { if ( x = = 0 ) return 1 ; else if ( x = = 1 ) throw new Exception ( ) ; else if ( x = = 2 ) return f ( 1 ) ; else return f ( x - 1 ) ; } catch ( Exception e ) { return x + 1 ; } } thì kết_quả ra bằng 2 ; Còn nếu hiểu f quăng exception như sau static int f ( int x ) throws Exception { if ( x = = 0 ) return 1 ; else if ( x = = 1 ) throw new Exception ( ) ; else if ( x = = 2 ) return f ( 1 ) ; else try { return f ( x - 1 ) ; } catch ( Exception e ) { } return x +1 ; } thì kết_quả bằng 4 . Vậy đáp_án đúng là gì thưa thầy ? Bài_tập này thầy lấy từ sách : http : / / www.box.net/shared/frxli31njf trang 209 bạn xem thử đi Đã có người thử ví_dụ trên tại : http : / / translate.google.com.vn/translate ? hl = vi & sl = auto & tl = en & u = http % 3A % 2F % 2Fit-comp.confusenet.com % 2Fshowthread.php % 3Ft % 3D130304 % 26s % 3D0f35892cbfb21326842110790a7998d3 Chúc vui_vẻ ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hai MV ,1,1/8/2011, Bài giải tuần 15 ! , " Chào thầy , cho em hỏi về bài giải tuần 15 môn Nguyên_lý NN Lập_trình 1 chút ạ : Trong question 1 , câu a , hàm sub 3 , tại_sao biến b : real là Local tại_sao còn là Non-Local & cả Global luôn ạ ? còn câu b , ô cuối_cùng thì Global là a : obj1 và sub 1 , nhưng có biến b không ạ và nếu có thì_là obj mấy ạ ? Trong_Question 5 , câu b thì mình vẽ cả 3 hình hay chỉ_vẽ hình đầu_tiên ? Vì hình đầu_tiên đã bao_gồm câu_lệnh ( * * ) mà không cần rút đệ qui hoàn_chỉnh ! Mong thầy hồi_âm sớm ! Em cảm_ơn thầy . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thien_Nguyen_Hieu ,0,1/18/2011, Ho ̉ i vê ̀ điê ̉ m lab / exercise , Thâ ̀ y cho e ho ̉ i điê ̉ m lab / exer la ̀ tô ̉ ng điê ̉ m co ́ đươ ̣ c chia 11 ra chi ́ nh xa ́ c hay thâ ̀ y co ́ châm chươ ́ c cho ca ́ ch ti ́ nh kha ́ c không a ̣ . : D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Son_Le ,1,1/19/2011, Re : Ho ̉ i vê ̀ điê ̉ m lab / exercise , " Thưa thầy cho em hỏi điểm lab / ex là chia cho 10 hay 11 ạ , vì khi xem thông_báo trên sakai thì buổi lab cuối_cùng dành cho sinh_viên trao_đổi về ASS 2 , em nghĩ không có sumit bài_tập tại nhà và chỉ là buổi trao_đổi nên không tham_gia , vậy_là em bị tính 0 điểm lần đó . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
... ,0,1/20/2011, Hỏi về điểm lab / exercise , Lab với exercise kì này nhiều quá . Mà nhiều môn nữa . Xin thầy chia cho 10 được không ạ . Không đáng là bao nhưng lúc ngấp_nghé giữa đậu và rớt thì nó lại quan_trọng vô_cùng . Em xin cám_ơn thầy .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAKA 8,0,1/21/2011, Điểm ass 1 s1s2 , " Chào thầy . MSSV của em là 50701050 . Em vừa xem điểm ở mục gradebook . Theo đó , điểm Assignment1 s1s2 của em là 0/10 . Tuy_nhiên , ở s 1 , em được 83/86 testcases , ở s 1s2 , em được 76/86 testcases . Như_vậy số testcase trung_bình ở Assignment 1 của em khoảng 80/86 testcase , không_thể bị điểm 0 được . Mong thầy xem_xét và update lại . Cảm_ơn thầy ! ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoi_Dang ,0,1/21/2011, Re : Điểm ass 1 s1s2 , em co nop ass 1 s1 + s2 sao 0/10 thay tinh sao ma 0/10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoi_Dang ,0,1/11/2011, Re : Thắc_mắc cú_pháp try ... catch tron đề thi cuối kỳ ! , kinh di that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guest_User ,1,1/20/2011, Thắc_mắc cú_pháp try ... catch tron đề thi cuối kỳ ! , Chan bk qua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FakeLove ,0,1/20/2011, Re : Thắc_mắc cú_pháp try ... catch tron đề thi cuối kỳ ! , " mình chọn kết_quả 4 : D , hok biết đáp_án ra_sao ( lười down sách về ) : D ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuyen_Nguyendinh ,0,2/12/2011, [ Hỏi ] Điểm cuối kì có làm_tròn ko ? , Các anh cho em hỏi em được điểm cuối kì là 4.75 có được làm_tròn thành 5 ko ? Nếu làm_tròn như_vậy thì điểm tổng_kết tăng thêm 0.1 đ là rất quý . Thanks !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thien_Nguyen_Hieu ,0,1/20/2011, Hỏi về điểm lab / exercise , ... wrote : Lab với exercise kì này nhiều quá . Mà nhiều môn nữa . Xin thầy chia cho 10 được không ạ . Không đáng là bao nhưng lúc ngấp_nghé giữa đậu và rớt thì nó lại quan_trọng vô_cùng . Em xin cám_ơn thầy . Ba ̀ i cuô ́ i cu ̀ ng lên đê ̉ ho ̉ i thâ ̀ y_như ̃ ng câu ho ̉ i câ ̀ n ho ̉ i nên e nghi ̃ không điê ̉ m danh nên không đi . Không la ̀ m gi ̀ ba ̀ i lab cuô ́ i ma ̀ cu ̃ ng bi ̣ 0 điê ̉ m.Thâ ̀ y châm chươ ́ c điê ̉ m cô ̣ t na ̀ y chia 10 đươ ̣ c không a ̣ . Ca ́ m ơn thâ ̀ y .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thien_Nguyen_Hieu ,0,1/21/2011, Ho ̉ i vê ̀ điê ̉ m lab / exercise , " Tân_Trần_Vĩnh wrote : Trong thông_báo của buổi Lab không ghi là không điểm_danh và tính điểm . Việc tính điểm mỗi Lab/tut chủ_yếu mang tính điểm_danh để yêu_cầu các em đi học đầy_đủ , nên vẫn phải chia đều cho 11 . Thâ ̀ y co ́ thê ̉ xem xe ́ t lâ ̀ n cuô ́ i cu ̀ ng không a ̣ , tuy điê ̉ m không bao_nhiêu nhưng ơ ̉ mâ ́ p me ́ kha ̉ năng đâ ̣ u rơ ́ t thi ̀ râ ́ t câ ̀ n.Chân tha ̀ nh ca ́ m ơn thâ ̀ y . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Son_Le ,1,1/21/2011, Re : Ho ̉ i vê ̀ điê ̉ m lab / exercise , " Mong thầy xem_lại bài thi và điểm quá_trình giúp em với ạ . MSSV của em là 50602034 , em cũng đã gửi message và email cho thầy hi_vọng được thầy xem_xét . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thịnh_Nguyễn_Đăng ,0,12/22/2010, Điểm_Excercise 5 ! , " Em tên : Nguyễn_Đăng_Thịnh MSSV : 50802104 Học lớp sáng thứ 3 , tiết 5-6 . Em có đi học và cũng có làm bài_tập và nộp bài đầy_đủ . Sao lại bị 0 điểm , em nghĩ ít_nhất cũng 5 điểm.Mong thầy xem_xét lại cho em ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25251325,0,1/1/2011, Thăc măc điểm exer và lab , " Thưa thầy , sao exer 5 của em và Lab6 của em lại bị 0 điểm vậy thầy . Lab 6 em có đi học và nộp bài , còn exer 5 em đi học bù vào thứ 3 tiết 34 , em không biêt tên thầy đó , nhưng em đã nói với thầy đó và thầy đó cũng đã đồng_ý rồi , mong thầy xem_xét lại giúp em . Em chi nghĩ hôm Lab7 thôi ah MSSV của em : 50802643 Thanks thầy ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25251325,0,1/2/2011, Re : Thăc măc điểm exer và lab , " Thầy ơi , mong thầy giải_quyết giúp em sớm với , bài exer 5 em học thầy gì cao_học đó , em không biết tên thầy đó , mong thầy hỏi giúp em ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuyen_Nguyendinh ,0,2/12/2011, Tỷ_lệ % điểm 2 bài Assignment , " Thưa thầy ! 2 bài Ass chiếm 30% điểm tổng_kết , thường thì mỗi bài chiếm 15% , nhưng theo em nghĩ bài Ass2 khó hơn Ass1 nhiều nên em và nhiều bạn làm ko được điểm_cao . Em mong các thầy có_thể tính theo tỷ_lệ bài Ass1 là 20% còn bài Ass2 là 10% . Như_vậy sẽ tạo điều_kiện cho em và nhiều bạn có_thể qua được môn này . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jang ,0,12/25/2010, Re : Điểm_Excercise 5 ! , MSSV : 50802284 Trong exercise 5 có một_số câu chưa được học . Còn những câu đã học em làm đầy_đủ nhưng sao em lai bị 0 điểm Mong thầy xem_lại Em học sáng thứ 3 . Tiết 5-6 .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thịnh_Nguyễn_Đăng ,0,12/27/2010, Re : Điểm_Excercise 5 ! , " Em tên : Nguyễn_Đăng_Thịnh MSSV : 50802104 Học lớp sáng thứ 3 , tiết 5-6 . Em có đi học và cũng có làm bài_tập và nộp bài đầy_đủ . Sao lại bị 0 điểm , em nghĩ ít_nhất cũng 5 điểm.Mong thầy xem_xét lại cho em ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coanhdao ,1,1/16/2011, Re : Điểm_Excercise 5 ! , " thay oi , bua Excercise 5 e nop bai len lam bai ma " " sao bi 0/10 , mong thay xem lai zum , e cam on MSSV 50801774 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coanhdao ,1,1/16/2011, Re : Điểm_Excercise 5 ! , " chao thay , vao sang thu 3 hoc 2 tiet cuoi cung e co nop bai len ban lam bai ma diem Excercise 5 cua e bi 0 , mau thay coi lai dum e , e cam on , MSSV Bui_Thanh_Sang ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25251325,0,1/4/2011, Re : Thăc măc điểm exer và lab , " Dạ_Lab 6 em học tiết 34 , sáng thứ 2 ah , em chỉ nghĩ có Lab7 do bị ốm thôi ah , còn lại em điều đi học và làm bài đầy_đủ ah Tks thầy ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoi_Dang ,0,11/12/2010, Up silde PPL , thưa thầy ! hôm_nay thầy giảng_dạy silde hoàn_toàn mới và em cảm_thấy silde đầy_đủ hơn 1 số phần nên em mong thầy update silde mới em cảm_ơn thầy !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meocon ,0,11/5/2010, tính kết_hợp phải , 3-2 - 4 nếu phép trừ theo tính kết_hợp phải thì kết_quả là bao_nhiêu ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phan_Hoa ,0,11/11/2010, Ex3 , " Trong exercise 3 có câu : Nếu số biểu_diễn là số_dương , các bit biểu_diễn giá_trị của con_số sẽ được tính_từ trái qua phải và ngược_lại . Sau 1 hồi suy_nghĩ tự_dưng em chóng_mặt T_ T . Cho em hỏi được tính_từ trái qua phải có phải là chữ_số bên trái có trọng số thấp , bên phải có trọng số cao không ? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phúc_Trần_Mỹ ,0,1/18/2011, Hỏi về EndTerm Exam_Grade ? ? , " Chào thầy , Thầy vui_lòng cho em hỏi chi_tiết về EndTerm Exam ạ ? Có phải Trung_bình ( Exam + Lab + Midterm_Exam + Ass1 + Ass2 ) = End_Term_Grade = 60% tổng_số điểm của môn_học Em cảm_ơn thầy rất nhiều ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huongcuibap ,1,11/9/2010, Single_Linked list & & Multy_Linked_List ? ? ? , solved,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meocon ,0,11/10/2010, Re : Single_Linked list & & Multy_Linked_List ? ? ? , lam nhu nao vay ban ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huongcuibap ,1,11/10/2010, Re : Single_Linked list & & Multy_Linked_List ? ? ? , program : decls EOF { $ 1 } ; decls : onedecl { [ $ 1 ] } | onedecl decls { $ 1 : : $ 2 } ; onedecl : decl _ var { $ 1 } ... . decl _ var : ID { [ $ 1 ] } | ID_COMMA decl _ var { $ 1 : : $ 3 } ; mỗi phần_tử của single linked list là 1 single linked list . Chỗ này hay mắc lỗi về type . Nhớ check kỹ là ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalot santana ,0,11/10/2010, hoi chut ve loi khai bao bien Array , " cac ban cho minh hoi : minh khai bao bien Array nhu the nay : Type : PrimitiveType { $ 1 } | arrayType { $ 1 } ; arrayType : ARRAY_LPVUONG demension RPVUONG_OF_PRIMITIVE_ TYPE { TypArray ( $ 6 , $ 3 ) } ; demension : INT { [ $ 1 ] } | INT_COMMA demension { $ 1 : : $ 3 } ; no bao loi la : Error : This expression has type string but is here used with type Ast.type _ expr . cac ban chi giup mih loi nay voi . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huongcuibap ,1,11/10/2010, Re : hoi chut ve loi khai bao bien Array , demension : INT { [ int _ of _ string $ 1 ] } | INT_COMMA demension { int _ of _ string ( $ 1 ) : : $ 3 } Thử thêm cái này vô xem sao bạn & &,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kalot santana ,0,11/10/2010, hoi chut ve loi khai bao bien Array , " minh lam duoc roi , du sao cung thanks ban ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X_Man ,0,1/18/2011, Re : Hỏi về EndTerm Exam_Grade ? ? , " EndTerm Exam có phải là điểm thi cuối kì ko thầy , sao có nhanh vậy : | ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binh_Ngo ,0,1/18/2011, Re : Hỏi về EndTerm Exam_Grade ? ? , Theo kinh_nghiệm thì ( lab + ass + mid term exam ) sẽ được gọi_là mid term grade . Xem phiếu điểm giữa kỳ thì_là vậy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phúc_Trần_Mỹ ,0,1/18/2011, Re : Hỏi về EndTerm Exam_Grade ? ? , " No_Name wrote : EndTerm Exam có phải là điểm thi cuối kì ko thầy , sao có nhanh vậy : | Chào thầy , Em đã xem slides chương 1 nhưng không có khái_niệm Endterm_Exam mà chỉ có Midterm và Final_Term thôi Mong thầy xem_xét lại Cảm_ơn ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thong_Nguyen ,0,1/18/2011, Re : Hỏi về EndTerm Exam_Grade ? ? , " Điểm cuối kì là 5.25 thì tính sao hả thầy , zậy nhập vô phòng đào_tạo là 5 hay 5.5 Điểm giữa kì tính sao hả thầy ? ass1 * 15/100 + ass2 * 15/100 + ( lab/ex ) * 10/100 + giưa kì * 20/100 = ? ? ? làm_tròn sao đây thầy ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
